"id","stateName","countyName","county"
"11793","Texas"," Maverick "," Maverick County "
"11794","Texas"," Medina "," Medina County "
"11795","Texas"," Menard "," Menard County "
"11796","Texas"," Midland "," Midland County "
"11797","Texas"," Milam "," Milam County "
"11798","Texas"," Mills "," Mills County "
"11799","Texas"," Mitchell "," Mitchell County "
"11800","Texas"," Montague "," Montague County "
"11801","Texas"," Montgomery "," Montgomery County "
"11802","Texas"," Moore "," Moore County "
"11803","Texas"," Morris "," Morris County "
"11804","Texas"," Nacogdoches "," Nacogdoches County "
"11805","Texas"," Navarro "," Navarro County "
"11806","Texas"," Newton "," Newton County "
"11807","Texas"," Nolan "," Nolan County "
"11808","Texas"," Nueces "," Nueces County "
"11809","Texas"," Ochiltree "," Ochiltree County "
"11810","Texas"," Oldham "," Oldham County "
"11811","Texas"," Orange "," Orange County "
"11812","Texas"," Palo Pinto "," Palo Pinto County "
"11813","Texas"," Panola "," Panola County "
"11814","Texas"," Parker "," Parker County "
"11815","Texas"," Parmer "," Parmer County "
"11816","Texas"," Pecos "," Pecos County "
"11817","Texas"," Polk "," Polk County "
"11818","Texas"," Potter "," Potter County "
"11819","Texas"," Presidio "," Presidio County "
"11820","Texas"," Rains "," Rains County "
"11821","Texas"," Randall "," Randall County "
"11822","Texas"," Reagan "," Reagan County "
"11823","Texas"," Real "," Real County "
"11824","Texas"," Red River "," Red River County "
"11825","Texas"," Reeves "," Reeves County "
"11826","Texas"," Refugio "," Refugio County "
"11827","Texas"," Roberts "," Roberts County "
"11828","Texas"," Robertson "," Robertson County "
"11829","Texas"," Rockwall "," Rockwall County "
"11830","Texas"," Runnels "," Runnels County "
"11831","Texas"," Rusk "," Rusk County "
"11832","Texas"," Sabine "," Sabine County "
"11833","Texas"," San Augustine "," San Augustine County "
"11834","Texas"," San Jacinto "," San Jacinto County "
"11835","Texas"," San Patricio "," San Patricio County "
"11836","Texas"," San Saba "," San Saba County "
"11837","Texas"," Schleicher "," Schleicher County "
"11838","Texas"," Scurry "," Scurry County "
"11839","Texas"," Shackelford "," Shackelford County "
"11840","Texas"," Shelby "," Shelby County "
"11841","Texas"," Sherman "," Sherman County "
"11842","Texas"," Smith "," Smith County "
"11843","Texas"," Somervell "," Somervell County "
"11844","Texas"," Starr "," Starr County "
"11845","Texas"," Stephens "," Stephens County "
"11846","Texas"," Sterling "," Sterling County "
"11847","Texas"," Sutton "," Sutton County "
"11848","Texas"," Swisher "," Swisher County "
"11849","Texas"," Tarrant "," Tarrant County "
"11850","Texas"," Taylor "," Taylor County "
"11851","Texas"," Terrell "," Terrell County "
"11852","Texas"," Terry "," Terry County "
"11853","Texas"," Throckmorton "," Throckmorton County "
"11854","Texas"," Titus "," Titus County "
"11855","Texas"," Tom Green "," Tom Green County "
"11856","Texas"," Travis "," Travis County "
"11857","Texas"," Trinity "," Trinity County "
"11858","Texas"," Tyler "," Tyler County "
"11859","Texas"," Upshur "," Upshur County "
"11860","Texas"," Upton "," Upton County "
"11861","Texas"," Uvalde "," Uvalde County "
"11862","Texas"," Val Verde "," Val Verde County "
"11863","Texas"," Van Zandt "," Van Zandt County "
"11864","Texas"," Victoria "," Victoria County "
"11865","Texas"," Walker "," Walker County "
"11866","Texas"," Waller "," Waller County "
"11867","Texas"," Ward "," Ward County "
"11868","Texas"," Washington "," Washington County "
"11869","Texas"," Webb "," Webb County "
"11870","Texas"," Wharton "," Wharton County "
"11871","Texas"," Wheeler "," Wheeler County "
"11872","Texas"," Wichita "," Wichita County "
"11873","Texas"," Wilbarger "," Wilbarger County "
"11874","Texas"," Willacy "," Willacy County "
"11875","Texas"," Williamson "," Williamson County "
"11876","Texas"," Wilson "," Wilson County "
"11877","Texas"," Winkler "," Winkler County "
"11878","Texas"," Wise "," Wise County "
"11879","Texas"," Wood "," Wood County "
"11880","Texas"," Yoakum "," Yoakum County "
"11881","Texas"," Young "," Young County "
"11882","Texas"," Zapata "," Zapata County "
"11883","Texas"," Zavala "," Zavala County "
"11884","Maine"," Androscoggin "," Androscoggin County "
"11885","Louisiana"," Acadia "," Acadia Parish "
"11886","Kentucky"," Adair "," Adair County "
"11887","Kansas"," Allen "," Allen County "
"11888","Maine"," Aroostook "," Aroostook County "
"11889","Louisiana"," Allen "," Allen Parish "
"11890","Kentucky"," Allen "," Allen County "
"11891","Iowa"," Adair "," Adair County "
"11892","Kansas"," Anderson "," Anderson County "
"11893","Indiana"," Adams "," Adams County "
"11894","Illinois"," Adams "," Adams County "
"11895","Maine"," Cumberland "," Cumberland County "
"11896","Louisiana"," Ascension "," Ascension Parish "
"11897","Kentucky"," Anderson "," Anderson County "
"11898","Iowa"," Adams "," Adams County "
"11899","Kansas"," Atchison "," Atchison County "
"11900","Indiana"," Allen "," Allen County "
"11901","Illinois"," Alexander "," Alexander County "
"11902","Maine"," Franklin "," Franklin County "
"11903","Louisiana"," Assumption "," Assumption Parish "
"11904","Kentucky"," Ballard "," Ballard County "
"11905","Iowa"," Allamakee "," Allamakee County "
"11906","Kansas"," Barber "," Barber County "
"11907","Indiana"," Bartholomew "," Bartholomew County "
"11908","Illinois"," Bond "," Bond County "
"11909","Maine"," Hancock "," Hancock County "
"11910","Louisiana"," Avoyelles "," Avoyelles Parish "
"11911","Kentucky"," Barren "," Barren County "
"11912","Iowa"," Appanoose "," Appanoose County "
"11913","Kansas"," Barton "," Barton County "
"11914","Indiana"," Benton "," Benton County "
"11915","Illinois"," Boone "," Boone County "
"11916","Maine"," Kennebec "," Kennebec County "
"11917","Louisiana"," Beauregard "," Beauregard Parish "
"11918","Kentucky"," Bath "," Bath County "
"11919","Iowa"," Audubon "," Audubon County "
"11920","Kansas"," Bourbon "," Bourbon County "
"11921","Indiana"," Blackford "," Blackford County "
"11922","Illinois"," Brown "," Brown County "
"11923","Maine"," Knox "," Knox County "
"11924","Louisiana"," Bienville "," Bienville Parish "
"11925","Kentucky"," Bell "," Bell County "
"11926","Iowa"," Benton "," Benton County "
"11927","Kansas"," Brown "," Brown County "
"11928","Indiana"," Boone "," Boone County "
"11929","Illinois"," Bureau "," Bureau County "
"11930","Maine"," Lincoln "," Lincoln County "
"11931","Louisiana"," Bossier "," Bossier Parish "
"11932","Kentucky"," Boone "," Boone County "
"11933","Iowa"," Black Hawk "," Black Hawk County "
"11934","Kansas"," Butler "," Butler County "
"11935","Indiana"," Brown "," Brown County "
"11936","Illinois"," Calhoun "," Calhoun County "
"11937","Maine"," Oxford "," Oxford County "
"11938","Louisiana"," Caddo "," Caddo Parish "
"11939","Kentucky"," Bourbon "," Bourbon County "
"11940","Iowa"," Boone "," Boone County "
"11941","Kansas"," Chase "," Chase County "
"11942","Indiana"," Carroll "," Carroll County "
"11943","Illinois"," Carroll "," Carroll County "
"11944","Maine"," Penobscot "," Penobscot County "
"11945","Louisiana"," Calcasieu "," Calcasieu Parish "
"11946","Kentucky"," Boyd "," Boyd County "
"11947","Iowa"," Bremer "," Bremer County "
"11948","Kansas"," Chautauqua "," Chautauqua County "
"11949","Indiana"," Cass "," Cass County "
"11950","Illinois"," Cass "," Cass County "
"11951","Maine"," Piscataquis "," Piscataquis County "
"11952","Louisiana"," Caldwell "," Caldwell Parish "
"11953","Kentucky"," Boyle "," Boyle County "
"11954","Iowa"," Buchanan "," Buchanan County "
"11955","Kansas"," Cherokee "," Cherokee County "
"11956","Indiana"," Clark "," Clark County "
"11957","Illinois"," Champaign "," Champaign County "
"11958","Maine"," Sagadahoc "," Sagadahoc County "
"11959","Louisiana"," Cameron "," Cameron Parish "
"11960","Kentucky"," Bracken "," Bracken County "
"11961","Iowa"," Buena Vista "," Buena Vista County "
"11962","Kansas"," Cheyenne "," Cheyenne County "
"11963","Indiana"," Clay "," Clay County "
"11964","Illinois"," Christian "," Christian County "
"11965","Maine"," Somerset "," Somerset County "
"11966","Louisiana"," Catahoula "," Catahoula Parish "
"11967","Kentucky"," Breathitt "," Breathitt County "
"11968","Iowa"," Butler "," Butler County "
"11969","Kansas"," Clark "," Clark County "
"11970","Indiana"," Clinton "," Clinton County "
"11971","Illinois"," Clark "," Clark County "
"11972","Maine"," Waldo "," Waldo County "
"11973","Louisiana"," Claiborne "," Claiborne Parish "
"11974","Kentucky"," Breckinridge "," Breckinridge County "
"11975","Iowa"," Calhoun "," Calhoun County "
"11976","Kansas"," Clay "," Clay County "
"11977","Indiana"," Crawford "," Crawford County "
"11978","Illinois"," Clay "," Clay County "
"11979","Maine"," Washington "," Washington County "
"11980","Louisiana"," Concordia "," Concordia Parish "
"11981","Kentucky"," Bullitt "," Bullitt County "
"11982","Iowa"," Carroll "," Carroll County "
"11983","Kansas"," Cloud "," Cloud County "
"11984","Indiana"," Daviess "," Daviess County "
"11985","Illinois"," Clinton "," Clinton County "
"11986","Maine"," York "," York County "
"11987","Louisiana"," De Soto "," De Soto Parish "
"11988","Kentucky"," Butler "," Butler County "
"11989","Iowa"," Cass "," Cass County "
"11990","Kansas"," Coffey "," Coffey County "
"11991","Indiana"," Dearborn "," Dearborn County "
"11992","Illinois"," Coles "," Coles County "
"11993","Louisiana"," East Baton Rouge "," East Baton Rouge Parish "
"11994","Kentucky"," Caldwell "," Caldwell County "
"11995","Iowa"," Cedar "," Cedar County "
"11996","Kansas"," Comanche "," Comanche County "
"11997","Indiana"," Decatur "," Decatur County "
"11998","Illinois"," Cook "," Cook County "
"11999","Louisiana"," East Carroll "," East Carroll Parish "
"12000","Kentucky"," Calloway "," Calloway County "
"12001","Iowa"," Cerro Gordo "," Cerro Gordo County "
"12002","Kansas"," Cowley "," Cowley County "
"12003","Indiana"," DeKalb "," DeKalb County "
"12004","Illinois"," Crawford "," Crawford County "
"12005","Louisiana"," East Feliciana "," East Feliciana Parish "
"12006","Kentucky"," Campbell "," Campbell County "
"12007","Iowa"," Cherokee "," Cherokee County "
"12008","Kansas"," Crawford "," Crawford County "
"12009","Indiana"," Delaware "," Delaware County "
"12010","Illinois"," Cumberland "," Cumberland County "
"12011","Louisiana"," Evangeline "," Evangeline Parish "
"12012","Kentucky"," Carlisle "," Carlisle County "
"12013","Iowa"," Chickasaw "," Chickasaw County "
"12014","Kansas"," Decatur "," Decatur County "
"12015","Indiana"," Dubois "," Dubois County "
"12016","Illinois"," DeKalb "," DeKalb County "
"12017","Louisiana"," Franklin "," Franklin Parish "
"12018","Kentucky"," Carroll "," Carroll County "
"12019","Iowa"," Clarke "," Clarke County "
"12020","Kansas"," Dickinson "," Dickinson County "
"12021","Indiana"," Elkhart "," Elkhart County "
"12022","Illinois"," De Witt "," De Witt County "
"12023","Louisiana"," Grant "," Grant Parish "
"12024","Kentucky"," Carter "," Carter County "
"12025","Iowa"," Clay "," Clay County "
"12026","Kansas"," Doniphan "," Doniphan County "
"12027","Indiana"," Fayette "," Fayette County "
"12028","Illinois"," Douglas "," Douglas County "
"12029","Louisiana"," Iberia "," Iberia Parish "
"12030","Kentucky"," Casey "," Casey County "
"12031","Iowa"," Clayton "," Clayton County "
"12032","Kansas"," Douglas "," Douglas County "
"12033","Indiana"," Floyd "," Floyd County "
"12034","Illinois"," DuPage "," DuPage County "
"12035","Louisiana"," Iberville "," Iberville Parish "
"12036","Kentucky"," Christian "," Christian County "
"12037","Iowa"," Clinton "," Clinton County "
"12038","Kansas"," Edwards "," Edwards County "
"12039","Indiana"," Fountain "," Fountain County "
"12040","Illinois"," Edgar "," Edgar County "
"12041","Louisiana"," Jackson "," Jackson Parish "
"12042","Kentucky"," Clark "," Clark County "
"12043","Iowa"," Crawford "," Crawford County "
"12044","Kansas"," Elk "," Elk County "
"12045","Indiana"," Franklin "," Franklin County "
"12046","Illinois"," Edwards "," Edwards County "
"12047","Louisiana"," Jefferson "," Jefferson Parish "
"12048","Kentucky"," Clay "," Clay County "
"12049","Iowa"," Dallas "," Dallas County "
"12050","Kansas"," Ellis "," Ellis County "
"12051","Indiana"," Fulton "," Fulton County "
"12052","Illinois"," Effingham "," Effingham County "
"12053","Louisiana"," Jefferson Davis "," Jefferson Davis Parish "
"12054","Kentucky"," Clinton "," Clinton County "
"12055","Iowa"," Davis "," Davis County "
"12056","Kansas"," Ellsworth "," Ellsworth County "
"12057","Indiana"," Gibson "," Gibson County "
"12058","Illinois"," Fayette "," Fayette County "
"12059","Louisiana"," Lafayette "," Lafayette Parish "
"12060","Kentucky"," Crittenden "," Crittenden County "
"12061","Iowa"," Decatur "," Decatur County "
"12062","Kansas"," Finney "," Finney County "
"12063","Indiana"," Grant "," Grant County "
"12064","Illinois"," Ford "," Ford County "
"12065","Louisiana"," Lafourche "," Lafourche Parish "
"12066","Kentucky"," Cumberland "," Cumberland County "
"12067","Iowa"," Delaware "," Delaware County "
"12068","Kansas"," Ford "," Ford County "
"12069","Indiana"," Greene "," Greene County "
"12070","Illinois"," Franklin "," Franklin County "
"12071","Louisiana"," La Salle "," La Salle Parish "
"12072","Kentucky"," Daviess "," Daviess County "
"12073","Iowa"," Des Moines "," Des Moines County "
"12074","Kansas"," Franklin "," Franklin County "
"12075","Indiana"," Hamilton "," Hamilton County "
"12076","Illinois"," Fulton "," Fulton County "
"12077","Louisiana"," Lincoln "," Lincoln Parish "
"12078","Kentucky"," Edmonson "," Edmonson County "
"12079","Iowa"," Dickinson "," Dickinson County "
"12080","Kansas"," Geary "," Geary County "
"12081","Indiana"," Hancock "," Hancock County "
"12082","Illinois"," Gallatin "," Gallatin County "
"12083","Louisiana"," Livingston "," Livingston Parish "
"12084","Kentucky"," Elliott "," Elliott County "
"12085","Iowa"," Dubuque "," Dubuque County "
"12086","Kansas"," Gove "," Gove County "
"12087","Indiana"," Harrison "," Harrison County "
"12088","Illinois"," Greene "," Greene County "
"12089","Louisiana"," Madison "," Madison Parish "
"12090","Kentucky"," Estill "," Estill County "
"12091","Iowa"," Emmet "," Emmet County "
"12092","Kansas"," Graham "," Graham County "
"12093","Indiana"," Hendricks "," Hendricks County "
"12094","Illinois"," Grundy "," Grundy County "
"12095","Louisiana"," Morehouse "," Morehouse Parish "
"12096","Kentucky"," Fayette "," Fayette County "
"12097","Iowa"," Fayette "," Fayette County "
"12098","Kansas"," Grant "," Grant County "
"12099","Indiana"," Henry "," Henry County "
"12100","Illinois"," Hamilton "," Hamilton County "
"12101","Louisiana"," Natchitoches "," Natchitoches Parish "
"12102","Kentucky"," Fleming "," Fleming County "
"12103","Iowa"," Floyd "," Floyd County "
"12104","Kansas"," Gray "," Gray County "
"12105","Indiana"," Howard "," Howard County "
"12106","Illinois"," Hancock "," Hancock County "
"12107","Louisiana"," Orleans "," Orleans Parish "
"12108","Kentucky"," Floyd "," Floyd County "
"12109","Iowa"," Franklin "," Franklin County "
"12110","Kansas"," Greenwood "," Greenwood County "
"12111","Indiana"," Huntington "," Huntington County "
"12112","Illinois"," Hardin "," Hardin County "
"12113","Louisiana"," Ouachita "," Ouachita Parish "
"12114","Kentucky"," Franklin "," Franklin County "
"12115","Iowa"," Fremont "," Fremont County "
"12116","Kansas"," Hamilton "," Hamilton County "
"12117","Indiana"," Jackson "," Jackson County "
"12118","Illinois"," Henderson "," Henderson County "
"12119","Louisiana"," Plaquemines "," Plaquemines Parish "
"12120","Kentucky"," Fulton "," Fulton County "
"12121","Iowa"," Greene "," Greene County "
"12122","Kansas"," Harper "," Harper County "
"12123","Indiana"," Jasper "," Jasper County "
"12124","Illinois"," Henry "," Henry County "
"12125","Louisiana"," Pointe Coupee "," Pointe Coupee Parish "
"12126","Kentucky"," Gallatin "," Gallatin County "
"12127","Iowa"," Grundy "," Grundy County "
"12128","Kansas"," Harvey "," Harvey County "
"12129","Indiana"," Jay "," Jay County "
"12130","Illinois"," Iroquois "," Iroquois County "
"12131","Louisiana"," Rapides "," Rapides Parish "
"12132","Kentucky"," Garrard "," Garrard County "
"12133","Iowa"," Guthrie "," Guthrie County "
"12134","Kansas"," Haskell "," Haskell County "
"12135","Indiana"," Jefferson "," Jefferson County "
"12136","Illinois"," Jackson "," Jackson County "
"12137","Louisiana"," Red River "," Red River Parish "
"12138","Kentucky"," Grant "," Grant County "
"12139","Iowa"," Hamilton "," Hamilton County "
"12140","Kansas"," Hodgeman "," Hodgeman County "
"12141","Indiana"," Jennings "," Jennings County "
"12142","Illinois"," Jasper "," Jasper County "
"12143","Louisiana"," Richland "," Richland Parish "
"12144","Kentucky"," Graves "," Graves County "
"12145","Iowa"," Hancock "," Hancock County "
"12146","Kansas"," Jackson "," Jackson County "
"12147","Indiana"," Johnson "," Johnson County "
"12148","Illinois"," Jefferson "," Jefferson County "
"12149","Louisiana"," Sabine "," Sabine Parish "
"12150","Kentucky"," Grayson "," Grayson County "
"12151","Iowa"," Hardin "," Hardin County "
"12152","Kansas"," Jefferson "," Jefferson County "
"12153","Indiana"," Knox "," Knox County "
"12154","Illinois"," Jersey "," Jersey County "
"12155","Louisiana"," Saint Bernard "," Saint Bernard Parish "
"12156","Kentucky"," Green "," Green County "
"12157","Iowa"," Harrison "," Harrison County "
"12158","Kansas"," Jewell "," Jewell County "
"12159","Indiana"," Kosciusko "," Kosciusko County "
"12160","Illinois"," Jo Daviess "," Jo Daviess County "
"12161","Louisiana"," Saint Charles "," Saint Charles Parish "
"12162","Kentucky"," Greenup "," Greenup County "
"12163","Iowa"," Henry "," Henry County "
"12164","Kansas"," Johnson "," Johnson County "
"12165","Indiana"," LaGrange "," LaGrange County "
"12166","Illinois"," Johnson "," Johnson County "
"12167","Louisiana"," Saint Helena "," Saint Helena Parish "
"12168","Kentucky"," Hancock "," Hancock County "
"12169","Iowa"," Howard "," Howard County "
"12170","Kansas"," Kearny "," Kearny County "
"12171","Indiana"," Lake "," Lake County "
"12172","Illinois"," Kane "," Kane County "
"12173","Louisiana"," Saint James "," Saint James Parish "
"12174","Kentucky"," Hardin "," Hardin County "
"12175","Iowa"," Humboldt "," Humboldt County "
"12176","Kansas"," Kingman "," Kingman County "
"12177","Indiana"," LaPorte "," LaPorte County "
"12178","Illinois"," Kankakee "," Kankakee County "
"12179","Louisiana"," Saint John the Baptist "," Saint John the Baptist Parish "
"12180","Kentucky"," Harlan "," Harlan County "
"12181","Iowa"," Ida "," Ida County "
"12182","Kansas"," Kiowa "," Kiowa County "
"12183","Indiana"," Lawrence "," Lawrence County "
"12184","Illinois"," Kendall "," Kendall County "
"12185","Louisiana"," Saint Landry "," Saint Landry Parish "
"12186","Kentucky"," Harrison "," Harrison County "
"12187","Iowa"," Iowa "," Iowa County "
"12188","Kansas"," Labette "," Labette County "
"12189","Indiana"," Madison "," Madison County "
"12190","Illinois"," Knox "," Knox County "
"12191","Louisiana"," Saint Martin "," Saint Martin Parish "
"12192","Kentucky"," Hart "," Hart County "
"12193","Iowa"," Jackson "," Jackson County "
"12194","Kansas"," Lane "," Lane County "
"12195","Indiana"," Marion "," Marion County "
"12196","Illinois"," Lake "," Lake County "
"12197","Louisiana"," Saint Mary "," Saint Mary Parish "
"12198","Kentucky"," Henderson "," Henderson County "
"12199","Iowa"," Jasper "," Jasper County "
"12200","Kansas"," Leavenworth "," Leavenworth County "
"12201","Indiana"," Marshall "," Marshall County "
"12202","Illinois"," La Salle "," La Salle County "
"12203","Louisiana"," Saint Tammany "," Saint Tammany Parish "
"12204","Kentucky"," Henry "," Henry County "
"12205","Iowa"," Jefferson "," Jefferson County "
"12206","Kansas"," Lincoln "," Lincoln County "
"12207","Indiana"," Martin "," Martin County "
"12208","Illinois"," Lawrence "," Lawrence County "
"12209","Louisiana"," Tangipahoa "," Tangipahoa Parish "
"12210","Kentucky"," Hickman "," Hickman County "
"12211","Iowa"," Johnson "," Johnson County "
"12212","Kansas"," Linn "," Linn County "
"12213","Indiana"," Miami "," Miami County "
"12214","Illinois"," Lee "," Lee County "
"12215","Louisiana"," Tensas "," Tensas Parish "
"12216","Kentucky"," Hopkins "," Hopkins County "
"12217","Iowa"," Jones "," Jones County "
"12218","Kansas"," Logan "," Logan County "
"12219","Indiana"," Monroe "," Monroe County "
"12220","Illinois"," Livingston "," Livingston County "
"12221","Louisiana"," Terrebonne "," Terrebonne Parish "
"12222","Kentucky"," Jackson "," Jackson County "
"12223","Iowa"," Keokuk "," Keokuk County "
"12224","Kansas"," Lyon "," Lyon County "
"12225","Indiana"," Montgomery "," Montgomery County "
"12226","Illinois"," Logan "," Logan County "
"12227","Louisiana"," Union "," Union Parish "
"12228","Kentucky"," Jefferson "," Jefferson County "
"12229","Iowa"," Kossuth "," Kossuth County "
"12230","Kansas"," McPherson "," McPherson County "
"12231","Indiana"," Morgan "," Morgan County "
"12232","Illinois"," McDonough "," McDonough County "
"12233","Louisiana"," Vermilion "," Vermilion Parish "
"12234","Kentucky"," Jessamine "," Jessamine County "
"12235","Iowa"," Lee "," Lee County "
"12236","Kansas"," Marion "," Marion County "
"12237","Indiana"," Newton "," Newton County "
"12238","Illinois"," McHenry "," McHenry County "
"12239","Louisiana"," Vernon "," Vernon Parish "
"12240","Kentucky"," Johnson "," Johnson County "
"12241","Iowa"," Linn "," Linn County "
"12242","Kansas"," Marshall "," Marshall County "
"12243","Indiana"," Noble "," Noble County "
"12244","Illinois"," McLean "," McLean County "
"12245","Louisiana"," Washington "," Washington Parish "
"12246","Kentucky"," Kenton "," Kenton County "
"12247","Iowa"," Louisa "," Louisa County "
"12248","Kansas"," Meade "," Meade County "
"12249","Indiana"," Ohio "," Ohio County "
"12250","Illinois"," Macon "," Macon County "
"12251","Louisiana"," Webster "," Webster Parish "
"12252","Kentucky"," Knott "," Knott County "
"12253","Iowa"," Lucas "," Lucas County "
"12254","Kansas"," Miami "," Miami County "
"12255","Indiana"," Orange "," Orange County "
"12256","Illinois"," Macoupin "," Macoupin County "
"12257","Louisiana"," West Baton Rouge "," West Baton Rouge Parish "
"12258","Kentucky"," Knox "," Knox County "
"12259","Iowa"," Lyon "," Lyon County "
"12260","Kansas"," Mitchell "," Mitchell County "
"12261","Indiana"," Owen "," Owen County "
"12262","Illinois"," Madison "," Madison County "
"12263","Louisiana"," West Carroll "," West Carroll Parish "
"12264","Kentucky"," Larue "," Larue County "
"12265","Iowa"," Madison "," Madison County "
"12266","Kansas"," Montgomery "," Montgomery County "
"12267","Indiana"," Parke "," Parke County "
"12268","Illinois"," Marion "," Marion County "
"12269","Louisiana"," West Feliciana "," West Feliciana Parish "
"12270","Kentucky"," Laurel "," Laurel County "
"12271","Iowa"," Mahaska "," Mahaska County "
"12272","Kansas"," Morris "," Morris County "
"12273","Indiana"," Perry "," Perry County "
"12274","Illinois"," Marshall "," Marshall County "
"12275","Louisiana"," Winn "," Winn Parish "
"12276","Kentucky"," Lawrence "," Lawrence County "
"12277","Iowa"," Marion "," Marion County "
"12278","Kansas"," Morton "," Morton County "
"12279","Indiana"," Pike "," Pike County "
"12280","Illinois"," Mason "," Mason County "
"12281","Kentucky"," Lee "," Lee County "
"12282","Iowa"," Marshall "," Marshall County "
"12283","Kansas"," Nemaha "," Nemaha County "
"12284","Indiana"," Porter "," Porter County "
"12285","Illinois"," Massac "," Massac County "
"12286","Kentucky"," Leslie "," Leslie County "
"12287","Iowa"," Mills "," Mills County "
"12288","Kansas"," Neosho "," Neosho County "
"12289","Indiana"," Posey "," Posey County "
"12290","Illinois"," Menard "," Menard County "
"12291","Kentucky"," Letcher "," Letcher County "
"12292","Iowa"," Mitchell "," Mitchell County "
"12293","Kansas"," Ness "," Ness County "
"12294","Indiana"," Pulaski "," Pulaski County "
"12295","Illinois"," Mercer "," Mercer County "
"12296","Kentucky"," Lewis "," Lewis County "
"12297","Iowa"," Monona "," Monona County "
"12298","Kansas"," Norton "," Norton County "
"12299","Indiana"," Putnam "," Putnam County "
"12300","Illinois"," Monroe "," Monroe County "
"12301","Kentucky"," Lincoln "," Lincoln County "
"12302","Iowa"," Monroe "," Monroe County "
"12303","Kansas"," Osage "," Osage County "
"12304","Indiana"," Randolph "," Randolph County "
"12305","Illinois"," Montgomery "," Montgomery County "
"12306","Kentucky"," Livingston "," Livingston County "
"12307","Iowa"," Montgomery "," Montgomery County "
"12308","Kansas"," Osborne "," Osborne County "
"12309","Indiana"," Ripley "," Ripley County "
"12310","Illinois"," Morgan "," Morgan County "
"12311","Kentucky"," Logan "," Logan County "
"12312","Iowa"," Muscatine "," Muscatine County "
"12313","Kansas"," Ottawa "," Ottawa County "
"12314","Indiana"," Rush "," Rush County "
"12315","Illinois"," Moultrie "," Moultrie County "
"12316","Kentucky"," Lyon "," Lyon County "
"12317","Iowa"," O'Brien "," O'Brien County "
"12318","Kansas"," Pawnee "," Pawnee County "
"12319","Indiana"," Saint Joseph "," Saint Joseph County "
"12320","Illinois"," Ogle "," Ogle County "
"12321","Kentucky"," McCracken "," McCracken County "
"12322","Iowa"," Osceola "," Osceola County "
"12323","Kansas"," Phillips "," Phillips County "
"12324","Indiana"," Scott "," Scott County "
"12325","Illinois"," Peoria "," Peoria County "
"12326","Kentucky"," McCreary "," McCreary County "
"12327","Iowa"," Page "," Page County "
"12328","Kansas"," Pottawatomie "," Pottawatomie County "
"12329","Indiana"," Shelby "," Shelby County "
"12330","Illinois"," Perry "," Perry County "
"12331","Kentucky"," McLean "," McLean County "
"12332","Iowa"," Palo Alto "," Palo Alto County "
"12333","Kansas"," Pratt "," Pratt County "
"12334","Indiana"," Spencer "," Spencer County "
"12335","Illinois"," Piatt "," Piatt County "
"12336","Kentucky"," Madison "," Madison County "
"12337","Iowa"," Plymouth "," Plymouth County "
"12338","Kansas"," Rawlins "," Rawlins County "
"12339","Indiana"," Starke "," Starke County "
"12340","Illinois"," Pike "," Pike County "
"12341","Kentucky"," Magoffin "," Magoffin County "
"12342","Iowa"," Pocahontas "," Pocahontas County "
"12343","Kansas"," Reno "," Reno County "
"12344","Indiana"," Steuben "," Steuben County "
"12345","Illinois"," Pope "," Pope County "
"12346","Kentucky"," Marion "," Marion County "
"12347","Iowa"," Polk "," Polk County "
"12348","Kansas"," Republic "," Republic County "
"12349","Indiana"," Sullivan "," Sullivan County "
"12350","Illinois"," Pulaski "," Pulaski County "
"12351","Kentucky"," Marshall "," Marshall County "
"12352","Iowa"," Pottawattamie "," Pottawattamie County "
"12353","Kansas"," Rice "," Rice County "
"12354","Indiana"," Switzerland "," Switzerland County "
"12355","Illinois"," Putnam "," Putnam County "
"12356","Kentucky"," Martin "," Martin County "
"12357","Iowa"," Poweshiek "," Poweshiek County "
"12358","Kansas"," Riley "," Riley County "
"12359","Indiana"," Tippecanoe "," Tippecanoe County "
"12360","Illinois"," Randolph "," Randolph County "
"12361","Kentucky"," Mason "," Mason County "
"12362","Iowa"," Ringgold "," Ringgold County "
"12363","Kansas"," Rooks "," Rooks County "
"12364","Indiana"," Tipton "," Tipton County "
"12365","Illinois"," Richland "," Richland County "
"12366","Kentucky"," Meade "," Meade County "
"12367","Iowa"," Sac "," Sac County "
"12368","Kansas"," Rush "," Rush County "
"12369","Indiana"," Union "," Union County "
"12370","Illinois"," Rock Island "," Rock Island County "
"12371","Kentucky"," Menifee "," Menifee County "
"12372","Iowa"," Scott "," Scott County "
"12373","Kansas"," Russell "," Russell County "
"12374","Indiana"," Vanderburgh "," Vanderburgh County "
"12375","Illinois"," Saint Clair "," Saint Clair County "
"12376","Kentucky"," Mercer "," Mercer County "
"12377","Iowa"," Shelby "," Shelby County "
"12378","Kansas"," Saline "," Saline County "
"12379","Indiana"," Vermillion "," Vermillion County "
"12380","Illinois"," Saline "," Saline County "
"12381","Kentucky"," Metcalfe "," Metcalfe County "
"12382","Iowa"," Sioux "," Sioux County "
"12383","Kansas"," Sedgwick "," Sedgwick County "
"12384","Indiana"," Vigo "," Vigo County "
"12385","Illinois"," Sangamon "," Sangamon County "
"12386","Kentucky"," Monroe "," Monroe County "
"12387","Iowa"," Story "," Story County "
"12388","Kansas"," Seward "," Seward County "
"12389","Indiana"," Wabash "," Wabash County "
